OrderNumber,EventStartTime,EventName,TicketType,OrganizationCategoryName,OrganizationName,OrganizationZipCode,OrganizationState,Quantity,OrganizationCity,School District,School Type,school_id,school_code,school_name,principal_name,sector,network,network_from_pdf,city_council_district,grades_served,admission_category,report_type,enrollment_oct1,students_served_full_year,pct_american_indian,pct_asian,pct_black,pct_hispanic,pct_multiracial,pct_pacific_islander,pct_white,pct_iep,pct_english_learners,pct_economically_disadvantaged,student_attendance_2324,teacher_attendance_2324,pct_attend_95plus,pct_attend_90plus,dropouts_2324,graduation_rate_2324,keystone_algebra_2324,keystone_biology_2324,keystone_literature_2324,pssa_grade3_reading,pssa_grade3_8_reading,pssa_grade3_math,pssa_grade3_8_math,pssa_science,nocti_2324,pdf_url
101694102,1/16/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,3,PA,Philadelphia City SD,Public,2210,2210,Bache-Martin School,"Matthew Tossman
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,533,552.0,0.0,2.6,41.5,13.7,3.9,0.2,38.1,38.3,6.4,55.4,74.1,79.6,49.8,74.1,0.0,,,,,46.3,43.2,42.0,34.2,48.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2210%5D_SP_SPREE_SPOTlight.pdf
101694102,1/17/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Bache-Martin School,19130-1905,Philadelphia,3,PA,Philadelphia City SD,Public,2210,2210,Bache-Martin School,"Matthew Tossman
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,533,552.0,0.0,2.6,41.5,13.7,3.9,0.2,38.1,38.3,6.4,55.4,74.1,79.6,49.8,74.1,0.0,,,,,46.3,43.2,42.0,34.2,48.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2210%5D_SP_SPREE_SPOTlight.pdf
101694205,12/3/2024,Gallery Lessons,Adult,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public,2520,2520,Abram S. Jenks School,"Siouda Douglas
Sector District",District,Network 2,Network 2,District 1,K-5,Catchment,High School,252,269.0,0.0,31.4,14.7,10.7,7.5,0.0,35.7,11.9,18.7,67.5,85.1,85.0,65.1,85.1,23.0,,,,,78.4,70.7,67.6,59.6,92.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2520%5D_SP_SPREE_SPOTlight.pdf
101694205,12/5/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2520,2520,Abram S. Jenks School,"Siouda Douglas
Sector District",District,Network 2,Network 2,District 1,K-5,Catchment,High School,252,269.0,0.0,31.4,14.7,10.7,7.5,0.0,35.7,11.9,18.7,67.5,85.1,85.0,65.1,85.1,23.0,,,,,78.4,70.7,67.6,59.6,92.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2520%5D_SP_SPREE_SPOTlight.pdf
101694205,12/6/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Abram S. Jenks School,19148,Philadelphia,4,Pennsylvania,Philadelphia City SD,Public,2520,2520,Abram S. Jenks School,"Siouda Douglas
Sector District",District,Network 2,Network 2,District 1,K-5,Catchment,High School,252,269.0,0.0,31.4,14.7,10.7,7.5,0.0,35.7,11.9,18.7,67.5,85.1,85.0,65.1,85.1,23.0,,,,,78.4,70.7,67.6,59.6,92.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2520%5D_SP_SPREE_SPOTlight.pdf
101694391,11/19/2024,Gallery Lessons,5th Grade Student Partner + Special Exhibition,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,-7,PA,Philadelphia City SD,Public,2690,2690,John H. Taggart School,"Stephanie McKenna
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,485,548.0,0.0,43.9,8.7,36.5,4.7,0.0,6.2,15.5,46.8,80.4,72.6,94.4,44.2,72.6,0.0,,,,,17.1,34.5,24.4,26.5,41.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2690%5D_SP_SPREE_SPOTlight.pdf
101694391,11/21/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,4,PA,Philadelphia City SD,Public,2690,2690,John H. Taggart School,"Stephanie McKenna
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,485,548.0,0.0,43.9,8.7,36.5,4.7,0.0,6.2,15.5,46.8,80.4,72.6,94.4,44.2,72.6,0.0,,,,,17.1,34.5,24.4,26.5,41.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2690%5D_SP_SPREE_SPOTlight.pdf
101694391,11/22/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John H. Taggart School,19148-3921,Philadelphia,4,PA,Philadelphia City SD,Public,2690,2690,John H. Taggart School,"Stephanie McKenna
Sector District",District,Network 2,Network 2,District 1,K-8,Catchment,High School,485,548.0,0.0,43.9,8.7,36.5,4.7,0.0,6.2,15.5,46.8,80.4,72.6,94.4,44.2,72.6,0.0,,,,,17.1,34.5,24.4,26.5,41.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2690%5D_SP_SPREE_SPOTlight.pdf
101694900,10/29/2024,Gallery Lessons,Adult,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,2,PA,Philadelphia City SD,Public,5420,5420,John Welsh School,"Daaiyah Green
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,255,281.0,0.4,0.4,33.3,63.5,2.0,0.0,0.4,19.6,15.7,92.2,44.5,86.4,17.1,44.5,0.0,,,,,22.7,18.6,14.3,3.2,28.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5420%5D_SP_SPREE_SPOTlight.pdf
101694900,10/31/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,2,PA,Philadelphia City SD,Public,5420,5420,John Welsh School,"Daaiyah Green
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,255,281.0,0.4,0.4,33.3,63.5,2.0,0.0,0.4,19.6,15.7,92.2,44.5,86.4,17.1,44.5,0.0,,,,,22.7,18.6,14.3,3.2,28.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5420%5D_SP_SPREE_SPOTlight.pdf
101694900,11/1/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,John Welsh School,19133-2933,Philadelphia,2,PA,Philadelphia City SD,Public,5420,5420,John Welsh School,"Daaiyah Green
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,255,281.0,0.4,0.4,33.3,63.5,2.0,0.0,0.4,19.6,15.7,92.2,44.5,86.4,17.1,44.5,0.0,,,,,22.7,18.6,14.3,3.2,28.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5420%5D_SP_SPREE_SPOTlight.pdf
101694900,10/29/2024,Gallery Lessons,5th Grade Student Partner + Special Exhibition,PreK-12 Free,OSP John Welsh School,19133-2933,Philadelphia,-5,PA,Philadelphia City SD,Public,5420,5420,John Welsh School,"Daaiyah Green
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,255,281.0,0.4,0.4,33.3,63.5,2.0,0.0,0.4,19.6,15.7,92.2,44.5,86.4,17.1,44.5,0.0,,,,,22.7,18.6,14.3,3.2,28.1,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5420%5D_SP_SPREE_SPOTlight.pdf
101695589,11/26/2024,Gallery Lessons,Adult,PreK-12,Jack M. Barrack Hebrew Academy,19010,Bryn Mawr,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101695589,11/27/2024,Gallery Lessons,Adult,PreK-12,Jack M. Barrack Hebrew Academy,19010,Bryn Mawr,2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101695589,11/4/2024,Gallery Lessons,Adult,PreK-12,Jack M. Barrack Hebrew Academy,19010,Bryn Mawr,-2,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101695703,5/13/2025,Gallery Lessons,3rd Grade Student Partner + Special Exhibition,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,-1,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101695703,5/15/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,4,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101695703,5/16/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Wissahickon CS - Awbury,19138-1023,Philadelphia,4,Pennsylvania,Unaffiliated,Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101697722,1/14/2025,Gallery Lessons,5th Grade Student Partner,PreK-12 Free,John F. McCloskey School,19150,Philadelphia,-1,Pennsylvania,Philadelphia City SD,Public,6310,6310,John F. McCloskey School,"John Spencer
Sector District",District,Network 6,Network 6,District 9,K-8,Catchment,High School,249,279.0,0.0,0.0,94.8,2.4,2.8,0.0,0.0,21.7,1.2,73.9,66.7,100.0,41.6,66.7,0.0,,,,,,28.9,,11.6,25.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B6310%5D_SP_SPREE_SPOTlight.pdf
101697730,11/4/2024,Gallery Lessons,Adult,PreK-12,Jack M. Barrack Hebrew Academy,19010,Bryn Mawr,1,Pennsylvania,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101698310,11/4/2024,Gallery Lessons,Adult,PreK-12 Free,Community Partnership School,19121-2029,Philadelphia,-4,PA,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101698405,12/10/2024,Gallery Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,2,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101698405,12/11/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,1,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101698405,12/12/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Julia R. Masterman School,19130-3913,Philadelphia,1,PA,Philadelphia City SD,Public,2140,2140,Julia R. Masterman High School,"Gordon Laurie
Sector District",District,Network 15,Network 15,District 5,5-12,Criteria,High School,1199,,0.0,27.5,16.6,8.0,7.8,0.3,39.8,,1.0,39.7,96.2,78.7,80.7,96.2,0.0,100.0,98.2,99.1,100.0,,94.3,,84.4,97.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2140%5D_SP_SPREE_SPOTlight.pdf
101698406,12/18/2024,Gallery Lessons,Adult,PreK-12 Free,Andrew Hamilton School,19139-3937,Philadelphia,4,PA,Philadelphia City SD,Public,1290,1290,Andrew Hamilton School,"Torrence Rothmiller
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,354,411.0,1.4,0.9,93.2,4.0,0.3,0.0,0.3,28.3,2.0,86.4,43.1,90.0,20.0,43.1,0.0,,,,,19.1,17.6,9.5,6.3,23.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1290%5D_SP_SPREE_SPOTlight.pdf
101698509,11/6/2024,Gallery Lessons,Adult,PreK-12 Free,General George G. Meade School,19121,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
101698509,11/7/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,General George G. Meade School,19121,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
101698509,11/8/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,General George G. Meade School,19121,Philadelphia,3,Pennsylvania,Philadelphia City SD,Public,4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
101698509,11/6/2024,Gallery Lessons,Adult,PreK-12 Free,OSP General George G. Meade School,19121,Philadelphia,-3,Pennsylvania,Philadelphia City SD,Public,4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
101698509,11/7/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,OSP General George G. Meade School,19121,Philadelphia,-3,Pennsylvania,Philadelphia City SD,Public,4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
101698509,11/8/2024,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,OSP General George G. Meade School,19121,Philadelphia,-3,Pennsylvania,Philadelphia City SD,Public,4570,4570,General George G. Meade School,"Akeere Scott
Sector District",District,Network 4,Network 4,District 5,K-8,Catchment,High School,267,333.0,0.0,0.8,90.3,4.9,1.9,0.0,2.3,27.0,2.3,95.1,40.8,93.1,18.6,40.8,0.0,,,,,4.8,15.9,0.0,4.9,21.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4570%5D_SP_SPREE_SPOTlight.pdf
101698518,10/21/2024,Gallery Lessons,Adult,PreK-12 Free,Philadelphia Performing Arts CS,19102-1100,Philadelphia,2,PA,Unaffiliated,Charter,3336,3336,Philadelphia Performing Arts Charter School,"Angela Puleio
Sector Charter",Charter,Charters,Charters,District 2,K-12,Citywide,High School,2637,,0.2,15.1,33.5,12.6,8.0,0.0,30.7,,10.3,71.7,90.1,,76.6,90.1,0.0,99.3,30.6,43.9,52.1,61.9,55.5,53.9,35.4,61.2,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3336%5D_SP_SPREE_SPOTlight.pdf
101698592,10/7/2024,Gallery Lessons,Adult,PreK-12,Homeschoolersâ€™ Day Out,8053,Marlton,15,New Jersey,Unaffiliated,Homeschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101698599,1/22/2025,Gallery Lessons,7th Grade Student Partner,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,-10,PA,Unaffiliated,Charter,3306,3306,Christopher Columbus Charter School,"Charles Moore
Sector Charter",Charter,Charters,Charters,District 1,K-8,Citywide,High School,833,844.0,0.2,14.9,17.5,9.6,11.0,0.0,46.7,21.3,10.7,29.5,73.7,,46.7,73.7,0.0,,,,,59.3,63.8,45.7,38.8,73.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3306%5D_SP_SPREE_SPOTlight.pdf
101698599,2/6/2025,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,50,PA,Unaffiliated,Charter,3306,3306,Christopher Columbus Charter School,"Charles Moore
Sector Charter",Charter,Charters,Charters,District 1,K-8,Citywide,High School,833,844.0,0.2,14.9,17.5,9.6,11.0,0.0,46.7,21.3,10.7,29.5,73.7,,46.7,73.7,0.0,,,,,59.3,63.8,45.7,38.8,73.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3306%5D_SP_SPREE_SPOTlight.pdf
101698599,2/7/2025,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Christopher Columbus CS,19147-3808,Philadelphia,50,PA,Unaffiliated,Charter,3306,3306,Christopher Columbus Charter School,"Charles Moore
Sector Charter",Charter,Charters,Charters,District 1,K-8,Citywide,High School,833,844.0,0.2,14.9,17.5,9.6,11.0,0.0,46.7,21.3,10.7,29.5,73.7,,46.7,73.7,0.0,,,,,59.3,63.8,45.7,38.8,73.9,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3306%5D_SP_SPREE_SPOTlight.pdf
101698600,2/19/2025,Gallery Lessons,Adult,PreK-12 Free,MaST Community CS,19116,Philadelphia,-5,Pennsylvania,Unaffiliated,Charter,3440,3440,MaST Community Charter School II,"Whitney El Laisy
Sector Charter",Charter,Charters,Charters,District 6,K-12,Citywide,High School,1900,,0.1,14.2,29.3,22.8,5.8,0.1,27.9,,3.9,66.1,82.4,,48.5,82.4,2.0,100.0,4.0,4.0,4.0,48.5,47.2,42.4,29.6,67.6,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3440%5D_SP_SPREE_SPOTlight.pdf
101698606,10/16/2024,Gallery Lessons,Adult,PreK-12 Free,Julia de Burgos School,19133-3111,Philadelphia,5,Pennsylvania,Philadelphia City SD,Public,5170,5170,Julia de Burgos School,"Bianca Reyes
Sector District",District,Network 8,Network 8,District 7,K-8,Catchment,High School,609,654.0,0.2,0.0,14.0,82.9,2.1,0.0,0.8,28.6,27.4,90.5,59.2,81.8,33.8,59.2,0.0,,,,,16.3,16.6,9.8,6.0,21.4,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B5170%5D_SP_SPREE_SPOTlight.pdf
101698610,1/29/2025,Gallery Lessons,Adult,PreK-12 Free,Thomas Holme School,19114,Philadelphia,-6,Pennsylvania,Philadelphia City SD,Public,8270,8270,Thomas Holme School,"Micah Winterstein
Sector District",District,Network 11,Network 11,District 6,K-8,Catchment,High School,734,796.0,0.3,13.8,19.2,28.6,6.5,0.1,31.5,23.2,26.0,74.1,64.8,78.9,32.8,64.8,0.0,,,,,32.2,37.0,29.5,27.7,49.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8270%5D_SP_SPREE_SPOTlight.pdf
101698801,2/12/2025,Gallery Lessons,Adult,PreK-12 Free,South Philadelphia High School,19148,Philadelphia,-2,Pennsylvania,Philadelphia City SD,Public,2000,2000,South Philadelphia High School,,District,Network 12,Network 12,District 1,9-12,Catchment,High School,631,790.0,0.0,9.7,37.9,39.9,4.3,0.0,8.2,26.8,42.6,73.5,39.9,76.6,22.0,39.9,79.0,63.7,11.0,14.7,34.7,,,,,,35.5,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B2000%5D_SP_SPREE_SPOTlight.pdf
101698811,12/18/2024,Gallery Lessons,Adult,PreK-12 Free,Andrew Hamilton School,19139-3937,Philadelphia,4,PA,Philadelphia City SD,Public,1290,1290,Andrew Hamilton School,"Torrence Rothmiller
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,354,411.0,1.4,0.9,93.2,4.0,0.3,0.0,0.3,28.3,2.0,86.4,43.1,90.0,20.0,43.1,0.0,,,,,19.1,17.6,9.5,6.3,23.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1290%5D_SP_SPREE_SPOTlight.pdf
101698811,12/18/2024,Gallery Lessons,8th Grade Student + Special Exhibition,PreK-12 Free,OSP Andrew Hamilton School,19139-3937,Philadelphia,-14,PA,Philadelphia City SD,Public,1290,1290,Andrew Hamilton School,"Torrence Rothmiller
Sector District",District,Network 1,Network 1,District 3,K-8,Catchment,High School,354,411.0,1.4,0.9,93.2,4.0,0.3,0.0,0.3,28.3,2.0,86.4,43.1,90.0,20.0,43.1,0.0,,,,,19.1,17.6,9.5,6.3,23.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B1290%5D_SP_SPREE_SPOTlight.pdf
101699404,1/30/2025,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Thomas Holme School,19114,Philadelphia,50,Pennsylvania,Philadelphia City SD,Public,8270,8270,Thomas Holme School,"Micah Winterstein
Sector District",District,Network 11,Network 11,District 6,K-8,Catchment,High School,734,796.0,0.3,13.8,19.2,28.6,6.5,0.1,31.5,23.2,26.0,74.1,64.8,78.9,32.8,64.8,0.0,,,,,32.2,37.0,29.5,27.7,49.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8270%5D_SP_SPREE_SPOTlight.pdf
101699404,1/31/2025,PreK-12 In-School Post-Visit Lessons,7th Grade Student,PreK-12 Free,Thomas Holme School,19114,Philadelphia,50,Pennsylvania,Philadelphia City SD,Public,8270,8270,Thomas Holme School,"Micah Winterstein
Sector District",District,Network 11,Network 11,District 6,K-8,Catchment,High School,734,796.0,0.3,13.8,19.2,28.6,6.5,0.1,31.5,23.2,26.0,74.1,64.8,78.9,32.8,64.8,0.0,,,,,32.2,37.0,29.5,27.7,49.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8270%5D_SP_SPREE_SPOTlight.pdf
101699404,1/8/2025,Gallery Lessons,7th Grade Student Partner + Special Exhibition,PreK-12 Free,Thomas Holme School,19114,Philadelphia,-20,Pennsylvania,Philadelphia City SD,Public,8270,8270,Thomas Holme School,"Micah Winterstein
Sector District",District,Network 11,Network 11,District 6,K-8,Catchment,High School,734,796.0,0.3,13.8,19.2,28.6,6.5,0.1,31.5,23.2,26.0,74.1,64.8,78.9,32.8,64.8,0.0,,,,,32.2,37.0,29.5,27.7,49.0,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B8270%5D_SP_SPREE_SPOTlight.pdf
101700413,11/14/2024,Admission,Adult,PreK-12,Saint John's Catholic Prep,21717,Buckeystown,2,Maryland,Unaffiliated,Private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101700474,12/9/2024,Gallery Lessons,Adult,PreK-12 Free,Tanner G. Duckrey School,19121-2310,Philadelphia,-6,PA,Philadelphia City SD,Public,4460,4460,Tanner G. Duckrey School,"David Cohen
Sector District",District,Network 8,Network 8,District 5,K-8,Catchment,High School,423,530.0,0.2,1.2,91.7,4.7,1.9,0.0,0.2,22.7,1.9,91.7,36.4,90.6,17.4,36.4,1.0,,,,,34.9,19.6,27.3,8.9,16.7,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B4460%5D_SP_SPREE_SPOTlight.pdf
101700601,11/25/2024,Gallery Lessons,Adult,PreK-12 Free,Russell Byers CS,19103,Philadelphia,5,Pennsylvania,Unaffiliated,Charter,3360,3360,Russell Byers Charter School,"Corey Turkish
Sector Charter",Charter,Charters,Charters,District 5,K-8,Citywide,High School,671,687.0,0.2,0.5,94.5,2.2,1.0,0.0,1.6,23.4,0.8,100.0,67.1,,33.2,67.1,0.0,,,,,31.9,26.7,16.9,7.9,35.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3360%5D_SP_SPREE_SPOTlight.pdf
101700601,11/5/2024,Gallery Lessons,Adult,PreK-12 Free,Russell Byers CS,19103,Philadelphia,-5,Pennsylvania,Unaffiliated,Charter,3360,3360,Russell Byers Charter School,"Corey Turkish
Sector Charter",Charter,Charters,Charters,District 5,K-8,Citywide,High School,671,687.0,0.2,0.5,94.5,2.2,1.0,0.0,1.6,23.4,0.8,100.0,67.1,,33.2,67.1,0.0,,,,,31.9,26.7,16.9,7.9,35.5,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B3360%5D_SP_SPREE_SPOTlight.pdf
101700902,3/11/2025,Gallery Lessons,Adult,PreK-12 Free,Bayard Taylor School,19140-4538,Philadelphia,6,PA,Philadelphia City SD,Public,7440,7440,Bayard Taylor School,"David Laver
Sector District",District,Network 8,Network 8,District 7,K-5,Catchment,High School,387,442.0,0.0,0.3,14.0,84.0,1.0,0.0,0.8,22.5,32.8,90.2,52.7,92.5,26.7,52.7,23.0,,,,,15.6,11.6,10.9,10.3,23.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7440%5D_SP_SPREE_SPOTlight.pdf
101700902,3/13/2025,PreK-12 In-School Post-Visit Lessons,Adult,PreK-12 Free,Bayard Taylor School,19140-4538,Philadelphia,6,PA,Philadelphia City SD,Public,7440,7440,Bayard Taylor School,"David Laver
Sector District",District,Network 8,Network 8,District 7,K-5,Catchment,High School,387,442.0,0.0,0.3,14.0,84.0,1.0,0.0,0.8,22.5,32.8,90.2,52.7,92.5,26.7,52.7,23.0,,,,,15.6,11.6,10.9,10.3,23.3,,https://cdn.philasd.org/offices/performance/SPREE_Files/2023-2024/Reports/%5B7440%5D_SP_SPREE_SPOTlight.pdf
